date,ethereum
2021-04-27,79
2021-04-28,93
2021-04-29,45
2021-04-30,44
2021-05-01,56
2021-05-02,54
2021-05-03,96
2021-05-04,100
2021-05-05,97
2021-05-06,86
2021-05-07,69
2021-05-08,76
2021-05-09,87
2021-05-10,100
2021-05-11,77
2021-05-12,83
2021-05-13,83
2021-05-14,62
2021-05-15,54
2021-05-16,55
2021-05-17,64
2021-05-18,48
2021-05-19,100
2021-05-20,72
2021-05-21,59
2021-05-22,55
2021-05-23,69
2021-05-24,64
2021-05-25,52
2021-05-26,48
2021-05-27,90
2021-05-28,89
2021-05-29,86
2021-05-30,78
2021-05-31,75
2021-06-01,74
2021-06-02,72
2021-06-03,100
2021-06-04,91
2021-06-05,83
2021-06-06,79
2021-06-07,90
2021-06-08,96
2021-06-09,82
2021-06-10,92
2021-06-11,84
2021-06-12,83
2021-06-13,86
2021-06-14,91
2021-06-15,84
2021-06-16,77
2021-06-17,57
2021-06-18,61
2021-06-19,56
2021-06-20,65
2021-06-21,90
2021-06-22,100
2021-06-23,72
2021-06-24,86
2021-06-25,92
2021-06-26,94
2021-06-27,81
2021-06-28,95
2021-06-29,98
2021-06-30,84
2021-07-01,90
2021-07-02,87
2021-07-03,80
2021-07-04,100
2021-07-05,91
2021-07-06,89
2021-07-07,93
2021-07-08,99
2021-07-09,88
2021-07-10,82
2021-07-11,74
2021-07-12,82
2021-07-13,90
2021-07-14,94
2021-07-15,81
2021-07-16,75
2021-07-17,76
2021-07-18,76
2021-07-19,81
2021-07-20,100
2021-07-21,93
2021-07-22,72
2021-07-23,66
2021-07-24,70
2021-07-25,66
2021-07-26,100
2021-07-27,76
2021-07-28,76
2021-07-29,64
2021-07-30,70
2021-07-31,76
2021-08-01,93
2021-08-02,89
2021-08-03,80
2021-08-04,100
2021-08-05,98
2021-08-06,82
2021-08-07,100
2021-08-08,88
2021-08-09,83
2021-08-10,77
2021-08-11,78
2021-08-12,89
2021-08-13,87
2021-08-14,83
2021-08-15,83
2021-08-16,83
2021-08-17,77
2021-08-18,75
2021-08-19,80
2021-08-20,94
2021-08-21,87
2021-08-22,83
2021-08-23,100
2021-08-24,90
2021-08-25,78
2021-08-26,67
2021-08-27,63
2021-08-28,63
2021-08-29,58
2021-08-30,61
2021-08-31,74
2021-09-01,100
2021-09-02,94
2021-09-03,100
2021-09-04,79
2021-09-05,75
2021-09-06,77
2021-09-07,95
2021-09-08,78
2021-09-09,87
2021-09-10,82
2021-09-11,71
2021-09-12,74
2021-09-13,75
2021-09-14,69
2021-09-15,69
2021-09-16,95
2021-09-17,83
2021-09-18,76
2021-09-19,73
2021-09-20,96
2021-09-21,100
2021-09-22,94
2021-09-23,89
2021-09-24,100
2021-09-25,78
2021-09-26,78
2021-09-27,84
2021-09-28,80
2021-09-29,81
2021-09-30,73
2021-10-01,88
2021-10-02,85
2021-10-03,82
2021-10-04,84
2021-10-05,88
2021-10-06,100
2021-10-07,100
2021-10-08,91
2021-10-09,81
2021-10-10,79
2021-10-11,97
2021-10-12,85
2021-10-13,77
2021-10-14,72
2021-10-15,84
2021-10-16,78
2021-10-17,70
2021-10-18,68
2021-10-19,69
2021-10-20,100
2021-10-21,100
2021-10-22,79
2021-10-23,65
2021-10-24,62
2021-10-25,74
2021-10-26,75
2021-10-27,74
2021-10-28,73
2021-10-29,96
2021-10-30,77
2021-10-31,69
2021-11-01,76
2021-11-02,89
2021-11-03,100
2021-11-04,82
2021-11-05,69
2021-11-06,62
2021-11-07,66
2021-11-08,100
2021-11-09,97
2021-11-10,91
2021-11-11,88
2021-11-12,83
2021-11-13,74
2021-11-14,74
2021-11-15,78
2021-11-16,97
2021-11-17,88
2021-11-18,99
2021-11-19,93
2021-11-20,81
2021-11-21,77
2021-11-22,84
2021-11-23,84
2021-11-24,79
2021-11-25,78
2021-11-26,93
2021-11-27,82
2021-11-28,74
2021-11-29,84
2021-11-30,91
2021-12-01,100
2021-12-02,67
2021-12-03,68
2021-12-04,100
2021-12-05,82
2021-12-06,76
2021-12-07,73
2021-12-08,67
2021-12-09,88
2021-12-10,86
2021-12-11,84
2021-12-12,77
2021-12-13,91
2021-12-14,100
2021-12-15,92
2021-12-16,93
2021-12-17,91
2021-12-18,85
2021-12-19,82
2021-12-20,88
2021-12-21,88
2021-12-22,82
2021-12-23,93
2021-12-24,92
2021-12-25,90
2021-12-26,90
2021-12-27,93
2021-12-28,100
2021-12-29,100
2021-12-30,41
2021-12-31,38
2022-01-01,42
2022-01-02,44
2022-01-03,43
2022-01-04,100
2022-01-05,38
2022-01-06,80
2022-01-07,100
2022-01-08,90
2022-01-09,84
2022-01-10,85
2022-01-11,79
2022-01-12,79
2022-01-13,100
2022-01-14,36
2022-01-15,43
2022-01-16,79
2022-01-17,38
2022-01-18,39
2022-01-19,39
2022-01-20,22
2022-01-21,37
2022-01-22,46
2022-01-23,36
2022-01-24,100
2022-01-25,31
2022-01-26,29
2022-01-27,89
2022-01-28,91
2022-01-29,87
2022-01-30,82
2022-01-31,88
2022-02-01,96
2022-02-02,93
2022-02-03,75
2022-02-04,95
2022-02-05,90
2022-02-06,76
2022-02-07,100
2022-02-08,86
2022-02-09,77
2022-02-10,84
2022-02-11,95
2022-02-12,86
2022-02-13,83
2022-02-14,88
2022-02-15,100
2022-02-16,89
2022-02-17,96
2022-02-18,90
2022-02-19,85
2022-02-20,93
2022-02-21,99
2022-02-22,100
2022-02-23,90
2022-02-24,100
2022-02-25,67
2022-02-26,55
2022-02-27,57
2022-02-28,65
2022-03-01,71
2022-03-02,62
2022-03-03,87
2022-03-04,87
2022-03-05,81
2022-03-06,74
2022-03-07,89
2022-03-08,77
2022-03-09,94
2022-03-10,84
2022-03-11,82
2022-03-12,74
2022-03-13,72
2022-03-14,80
2022-03-15,78
2022-03-16,83
2022-03-17,82
2022-03-18,88
2022-03-19,88
2022-03-20,79
2022-03-21,84
2022-03-22,100
2022-03-23,89
2022-03-24,75
2022-03-25,83
2022-03-26,71
2022-03-27,78
2022-03-28,100
2022-03-29,93
2022-03-30,83
2022-03-31,89
2022-04-01,91
2022-04-02,90
2022-04-03,86
2022-04-04,88
2022-04-05,86
2022-04-06,91
2022-04-07,88
2022-04-08,81
2022-04-09,80
2022-04-10,80
2022-04-11,97
2022-04-12,91
2022-04-13,85
2022-04-14,94
2022-04-15,89
2022-04-16,82
2022-04-17,80
2022-04-18,100
2022-04-19,95
2022-04-20,91
2022-04-21,94
2022-04-22,88
2022-04-23,80
2022-04-24,77
2022-04-25,94
2022-04-26,100
2022-04-27,92
2022-04-28,90
2022-04-29,88
2022-04-30,89
2022-05-01,100
2022-05-02,96
2022-05-03,89
2022-05-04,91
2022-05-05,56
2022-05-06,58
2022-05-07,51
2022-05-08,61
2022-05-09,89
2022-05-10,78
2022-05-11,100
2022-05-12,100
2022-05-13,75
2022-05-14,53
2022-05-15,48
2022-05-16,47
2022-05-17,46
2022-05-18,45
2022-05-19,97
2022-05-20,92
2022-05-21,79
2022-05-22,78
2022-05-23,85
2022-05-24,83
2022-05-25,75
2022-05-26,90
2022-05-27,100
2022-05-28,78
2022-05-29,76
2022-05-30,85
2022-05-31,84
2022-06-01,73
2022-06-02,93
2022-06-03,93
2022-06-04,76
2022-06-05,81
2022-06-06,94
2022-06-07,100
2022-06-08,94
2022-06-09,29
2022-06-10,33
2022-06-11,50
2022-06-12,53
2022-06-13,100
2022-06-14,79
2022-06-15,80
2022-06-16,78
2022-06-17,60
2022-06-18,100
2022-06-19,82
2022-06-20,69
2022-06-21,57
2022-06-22,52
2022-06-23,88
2022-06-24,93
2022-06-25,82
2022-06-26,81
2022-06-27,85
2022-06-28,77
2022-06-29,83
2022-06-30,100
2022-07-01,83
2022-07-02,72
2022-07-03,70
2022-07-04,77
2022-07-05,74
2022-07-06,70
2022-07-07,100
2022-07-08,96
2022-07-09,75
2022-07-10,77
2022-07-11,88
2022-07-12,89
2022-07-13,91
2022-07-14,60
2022-07-15,62
2022-07-16,65
2022-07-17,72
2022-07-18,100
2022-07-19,96
2022-07-20,94
2022-07-21,86
2022-07-22,83
2022-07-23,69
2022-07-24,69
2022-07-25,73
2022-07-26,75
2022-07-27,75
2022-07-28,100
2022-07-29,93
2022-07-30,81
2022-07-31,77
2022-08-01,81
2022-08-02,80
2022-08-03,78
2022-08-04,81
2022-08-05,75
2022-08-06,72
2022-08-07,70
2022-08-08,93
2022-08-09,87
2022-08-10,100
2022-08-11,100
2022-08-12,82
2022-08-13,88
2022-08-14,83
2022-08-15,87
2022-08-16,77
2022-08-17,78
2022-08-18,85
2022-08-19,100
2022-08-20,85
2022-08-21,79
2022-08-22,85
2022-08-23,80
2022-08-24,78
2022-08-25,92
2022-08-26,95
2022-08-27,93
2022-08-28,83
2022-08-29,93
2022-08-30,100
2022-08-31,86
2022-09-01,75
2022-09-02,77
2022-09-03,68
2022-09-04,65
2022-09-05,82
2022-09-06,100
2022-09-07,95
2022-09-08,45
2022-09-09,50
2022-09-10,46
2022-09-11,49
2022-09-12,66
2022-09-13,80
2022-09-14,100
2022-09-15,100
2022-09-16,49
2022-09-17,31
2022-09-18,28
2022-09-19,35
2022-09-20,29
2022-09-21,27
2022-09-22,99
2022-09-23,91
2022-09-24,77
2022-09-25,71
2022-09-26,81
2022-09-27,86
2022-09-28,75
2022-09-29,98
2022-09-30,88
2022-10-01,69
2022-10-02,70
2022-10-03,85
2022-10-04,90
2022-10-05,79
2022-10-06,100
2022-10-07,92
2022-10-08,76
2022-10-09,76
2022-10-10,90
2022-10-11,99
2022-10-12,88
2022-10-13,100
2022-10-14,85
2022-10-15,71
2022-10-16,75
2022-10-17,86
2022-10-18,84
2022-10-19,77
2022-10-20,54
2022-10-21,55
2022-10-22,49
2022-10-23,49
2022-10-24,59
2022-10-25,75
2022-10-26,100
2022-10-27,83
2022-10-28,74
2022-10-29,82
2022-10-30,74
2022-10-31,80
2022-11-01,71
2022-11-02,68
2022-11-03,48
2022-11-04,54
2022-11-05,48
2022-11-06,39
2022-11-07,48
2022-11-08,67
2022-11-09,100
2022-11-10,98
2022-11-11,84
2022-11-12,71
2022-11-13,68
2022-11-14,74
2022-11-15,64
2022-11-16,65
2022-11-17,92
2022-11-18,87
2022-11-19,67
2022-11-20,74
2022-11-21,100
2022-11-22,91
2022-11-23,80
2022-11-24,88
2022-11-25,74
2022-11-26,72
2022-11-27,67
2022-11-28,89
2022-11-29,89
2022-11-30,92
2022-12-01,87
2022-12-02,82
2022-12-03,71
2022-12-04,71
2022-12-05,83
2022-12-06,69
2022-12-07,78
2022-12-08,91
2022-12-09,82
2022-12-10,70
2022-12-11,76
2022-12-12,82
2022-12-13,100
2022-12-14,96
2022-12-15,90
2022-12-16,93
2022-12-17,84
2022-12-18,75
2022-12-19,88
2022-12-20,89
2022-12-21,87
2022-12-22,100
2022-12-23,92
2022-12-24,86
2022-12-25,93
2022-12-26,83
2022-12-27,86
2022-12-28,90
2022-12-29,73
2022-12-30,68
2022-12-31,70
2023-01-01,68
2023-01-02,78
2023-01-03,75
2023-01-04,100
2023-01-05,68
2023-01-06,75
2023-01-07,66
2023-01-08,63
2023-01-09,90
2023-01-10,85
2023-01-11,86
2023-01-12,83
2023-01-13,75
2023-01-14,100
2023-01-15,80
2023-01-16,93
2023-01-17,89
2023-01-18,82
2023-01-19,80
2023-01-20,91
2023-01-21,100
2023-01-22,93
2023-01-23,94
2023-01-24,93
2023-01-25,86
2023-01-26,96
2023-01-27,86
2023-01-28,71
2023-01-29,90
2023-01-30,95
2023-01-31,87
2023-02-01,84
2023-02-02,100
2023-02-03,82
2023-02-04,75
2023-02-05,77
2023-02-06,74
2023-02-07,73
2023-02-08,82
2023-02-09,88
2023-02-10,83
2023-02-11,72
2023-02-12,75
2023-02-13,83
2023-02-14,82
2023-02-15,97
2023-02-16,100
2023-02-17,78
2023-02-18,72
2023-02-19,76
2023-02-20,81
2023-02-21,84
2023-02-22,70
2023-02-23,91
2023-02-24,90
2023-02-25,85
2023-02-26,84
2023-02-27,90
2023-02-28,94
2023-03-01,88
2023-03-02,92
2023-03-03,100
2023-03-04,85
2023-03-05,97
2023-03-06,91
2023-03-07,86
2023-03-08,82
2023-03-09,56
2023-03-10,73
2023-03-11,62
2023-03-12,58
2023-03-13,89
2023-03-14,100
2023-03-15,88
2023-03-16,69
2023-03-17,95
2023-03-18,90
2023-03-19,89
2023-03-20,100
2023-03-21,97
2023-03-22,96
2023-03-23,93
2023-03-24,83
2023-03-25,66
2023-03-26,72
2023-03-27,79
2023-03-28,75
2023-03-29,81
2023-03-30,74
2023-03-31,71
2023-04-01,69
2023-04-02,58
2023-04-03,65
2023-04-04,84
2023-04-05,100
2023-04-06,70
2023-04-07,63
2023-04-08,55
2023-04-09,55
2023-04-10,69
2023-04-11,96
2023-04-12,100
2023-04-13,83
2023-04-14,100
2023-04-15,69
2023-04-16,60
2023-04-17,66
2023-04-18,67
2023-04-19,64
2023-04-20,86
2023-04-21,82
2023-04-22,73
2023-04-23,68
2023-04-24,75
2023-04-25,73
2023-04-26,83
2023-04-27,87
2023-04-28,81
2023-04-29,78
2023-04-30,71
2023-05-01,79
2023-05-02,79
2023-05-03,79
2023-05-04,89
2023-05-05,100
2023-05-06,88
2023-05-07,83
2023-05-08,92
2023-05-09,84
2023-05-10,86
2023-05-11,100
2023-05-12,95
2023-05-13,85
2023-05-14,84
2023-05-15,98
2023-05-16,93
2023-05-17,87
2023-05-18,93
2023-05-19,87
2023-05-20,83
2023-05-21,81
2023-05-22,98
2023-05-23,100
2023-05-24,94
2023-05-25,84
2023-05-26,97
2023-05-27,81
2023-05-28,90
2023-05-29,96
2023-05-30,100
2023-05-31,92
2023-06-01,85
2023-06-02,87
2023-06-03,81
2023-06-04,87
2023-06-05,93
2023-06-06,100
2023-06-07,90
2023-06-08,86
2023-06-09,94
2023-06-10,100
2023-06-11,89
2023-06-12,95
2023-06-13,94
2023-06-14,94
2023-06-15,88
2023-06-16,84
2023-06-17,77
2023-06-18,77
2023-06-19,81
2023-06-20,82
2023-06-21,100
2023-06-22,98
2023-06-23,100
2023-06-24,85
2023-06-25,93
2023-06-26,93
2023-06-27,87
2023-06-28,85
2023-06-29,88
2023-06-30,97
2023-07-01,86
2023-07-02,87
2023-07-03,100
2023-07-04,97
2023-07-05,91
2023-07-06,100
2023-07-07,86
2023-07-08,82
2023-07-09,98
2023-07-10,87
2023-07-11,84
2023-07-12,86
2023-07-13,84
2023-07-14,100
2023-07-15,76
2023-07-16,66
2023-07-17,72
2023-07-18,74
2023-07-19,73
2023-07-20,100
2023-07-21,95
2023-07-22,85
2023-07-23,87
2023-07-24,88
2023-07-25,89
2023-07-26,89
2023-07-27,98
2023-07-28,100
2023-07-29,86
2023-07-30,95
2023-07-31,94
2023-08-01,97
2023-08-02,96
2023-08-03,85
2023-08-04,92
2023-08-05,78
2023-08-06,79
2023-08-07,90
2023-08-08,100
2023-08-09,94
2023-08-10,92
2023-08-11,87
2023-08-12,79
2023-08-13,94
2023-08-14,89
2023-08-15,89
2023-08-16,98
2023-08-17,92
2023-08-18,100
2023-08-19,90
2023-08-20,77
2023-08-21,84
2023-08-22,82
2023-08-23,88
2023-08-24,89
2023-08-25,86
2023-08-26,79
2023-08-27,82
2023-08-28,92
2023-08-29,100
2023-08-30,92
2023-08-31,95
2023-09-01,95
2023-09-02,86
2023-09-03,84
2023-09-04,91
2023-09-05,93
2023-09-06,95
2023-09-07,91
2023-09-08,84
2023-09-09,74
2023-09-10,71
2023-09-11,100
2023-09-12,98
2023-09-13,99
2023-09-14,92
2023-09-15,93
2023-09-16,83
2023-09-17,77
2023-09-18,94
2023-09-19,92
2023-09-20,92
2023-09-21,100
2023-09-22,93
2023-09-23,85
2023-09-24,79
2023-09-25,93
2023-09-26,97
2023-09-27,90
2023-09-28,83
2023-09-29,85
2023-09-30,77
2023-10-01,87
2023-10-02,100
2023-10-03,83
2023-10-04,88
2023-10-05,90
2023-10-06,93
2023-10-07,79
2023-10-08,79
2023-10-09,90
2023-10-10,91
2023-10-11,93
2023-10-12,94
2023-10-13,92
2023-10-14,83
2023-10-15,82
2023-10-16,100
2023-10-17,94
2023-10-18,96
2023-10-19,43
2023-10-20,48
2023-10-21,45
2023-10-22,45
2023-10-23,62
2023-10-24,100
2023-10-25,76
2023-10-26,91
2023-10-27,73
2023-10-28,67
2023-10-29,66
2023-10-30,70
2023-10-31,100
2023-11-01,80
2023-11-02,98
2023-11-03,97
2023-11-04,85
2023-11-05,90
2023-11-06,100
2023-11-07,98
2023-11-08,90
2023-11-09,86
2023-11-10,100
2023-11-11,68
2023-11-12,56
2023-11-13,61
2023-11-14,58
2023-11-15,62
2023-11-16,96
2023-11-17,78
2023-11-18,75
2023-11-19,75
2023-11-20,81
2023-11-21,83
2023-11-22,85
2023-11-23,97
2023-11-24,98
2023-11-25,91
2023-11-26,90
2023-11-27,85
2023-11-28,90
2023-11-29,93
2023-11-30,45
2023-12-01,53
2023-12-02,51
2023-12-03,60
2023-12-04,100
2023-12-05,89
2023-12-06,82
2023-12-07,86
2023-12-08,100
2023-12-09,77
2023-12-10,71
2023-12-11,76
2023-12-12,63
2023-12-13,65
2023-12-14,100
2023-12-15,87
2023-12-16,83
2023-12-17,74
2023-12-18,79
2023-12-19,90
2023-12-20,93
2023-12-21,90
2023-12-22,100
2023-12-23,86
2023-12-24,81
2023-12-25,86
2023-12-26,88
2023-12-27,97
2023-12-28,85
2023-12-29,74
2023-12-30,62
2023-12-31,63
2024-01-01,68
2024-01-02,100
2024-01-03,89
2024-01-04,64
2024-01-05,60
2024-01-06,53
2024-01-07,52
2024-01-08,63
2024-01-09,69
2024-01-10,100
2024-01-11,100
2024-01-12,76
2024-01-13,54
2024-01-14,48
2024-01-15,51
2024-01-16,49
2024-01-17,44
2024-01-18,90
2024-01-19,88
2024-01-20,79
2024-01-21,75
2024-01-22,83
2024-01-23,100
2024-01-24,79
2024-01-25,94
2024-01-26,100
2024-01-27,84
2024-01-28,80
2024-01-29,88
2024-01-30,94
2024-01-31,91
2024-02-01,91
2024-02-02,95
2024-02-03,80
2024-02-04,81
2024-02-05,89
2024-02-06,93
2024-02-07,100
2024-02-08,59
2024-02-09,69
2024-02-10,58
2024-02-11,60
2024-02-12,74
2024-02-13,84
2024-02-14,100
2024-02-15,99
2024-02-16,85
2024-02-17,64
2024-02-18,64
2024-02-19,100
2024-02-20,97
2024-02-21,89
2024-02-22,50
2024-02-23,37
2024-02-24,34
2024-02-25,45
2024-02-26,58
2024-02-27,79
2024-02-28,100
2024-02-29,85
2024-03-01,67
2024-03-02,61
2024-03-03,56
2024-03-04,78
2024-03-05,100
2024-03-06,92
2024-03-07,81
2024-03-08,95
2024-03-09,73
2024-03-10,74
2024-03-11,100
2024-03-12,91
2024-03-13,95
2024-03-14,83
2024-03-15,76
2024-03-16,62
2024-03-17,63
2024-03-18,64
2024-03-19,71
2024-03-20,76
2024-03-21,81
2024-03-22,72
2024-03-23,53
2024-03-24,58
2024-03-25,81
2024-03-26,74
2024-03-27,69
2024-03-28,100
2024-03-29,85
2024-03-30,77
2024-03-31,79
2024-04-01,85
2024-04-02,91
